age,rating,team_id,worth
29,1461.9422410592024,5,4124.395703907404
31,389.82874145488825,5,1652.4698158591375
31,1962.889922864207,5,3626.707667439953
29,1996.2547219032572,5,753.0371610069946
22,5628.562777054963,5,1045.856050629333
33,1984.3369474780884,5,1265.5850232982525
23,599.1669809525145,5,1932.3657303717664
28,171.60394169248076,5,880.4239234121869
33,347.7589568283498,5,1434.8933980630788
28,2247.38753229717,5,306.732445941194
18,2269.1773178792964,5,4259.250594820847
25,2998.1587543508035,5,452.4389603903659
19,3069.623876087202,6,599.0175695513955
17,877.5965326555462,6,1052.7414990800237
17,1837.5589003945427,6,139.45702911201127
34,1559.1718646313147,6,1053.2236498244727
25,410.5527478846562,6,684.9508603707836
28,1099.5023072480308,6,942.9601354752908
24,136.27960161688497,6,121.67481889761602
23,1463.7406612325465,6,2733.9702364525187
26,2504.9502856027793,6,688.4827709375377
31,834.9665533351282,6,1409.2241728269844
19,662.5541253675038,6,1165.8514118234777
24,1206.2641033450334,6,883.8953563759305
18,938.3698893870278,6,1215.8805499158545
26,234.81305240006648,6,2377.045901483768
19,1013.8854734584812,6,206.6756673770379
29,2155.8518780461063,6,132.16910120088406
23,1501.6632077022678,6,1711.0631784496402
28,879.3181583014037,6,2769.9442848315175
20,3161.3735810070316,6,2400.5596389359303
30,929.3315382832074,6,4039.476724825509
19,1476.9832693807027,6,2054.297242748584
34,2731.467118421986,6,2836.953003651932
33,186.68544771794646,6,355.75657053288455
22,683.0047589873408,6,1030.807635935784
27,1038.108116961306,6,17.01097128757363
18,547.9828911755102,6,2545.9863570213543
25,1731.2281954811679,6,1022.1981593228929
32,1177.4957264697503,6,2476.805490554753
23,1047.1199988836568,6,1490.0923512898207
20,1796.942207571237,6,1437.3948036464087
26,85.06542602682244,6,2009.6218820606648
24,4487.629477530477,6,2491.765698776681
33,781.0670141361456,6,403.54550702028126
29,138.93026290515013,6,1807.0205921844192
21,864.8729114303638,6,923.8044544215601
22,917.5802420804234,6,774.3015243263548
27,365.1349494201488,6,182.9287555349872
21,2128.3357347378656,6,998.1792203428095
29,4021.59574923618,6,256.9669661785776
17,24.61410068900224,6,1116.4417774042852
30,916.8042531477416,6,2659.5731624280284
20,1375.8264924282314,6,2566.508272394785
30,1516.4431953954852,6,1518.9830950269072
26,2365.007953250627,6,2730.3975744046456
30,506.6238465303075,6,2091.6064024101984
28,2414.9847732759536,6,674.7703298856932
17,1896.646738380908,6,1483.8531466570664
17,2805.4446178562685,6,120.05331677034606
20,572.2973141467032,6,110.65639206181457
25,1653.6858309908118,6,3025.3090914654495
23,786.8955005009557,6,1671.0657700734457
18,156.20417037146797,6,486.5383967143937
22,1147.0817264797506,6,4.376734353460413
23,3926.8047104772213,6,376.2409249007987
18,2602.436229145922,6,2667.543732338803
27,2011.4801625619964,6,1651.6755558646025
28,250.18360615242503,6,2381.5931513301093
18,830.0369022581322,6,1471.7455805333993
24,3068.8306088564655,6,1899.9931254269352
28,1778.5393421417175,6,1795.037869743199
23,2352.3495273555604,6,4358.808109677057
21,531.9582641977846,6,3640.3269796631707
27,717.0212971639726,6,801.6967038911883
30,1226.6126539884197,6,1434.2220227506698
30,735.867274375968,6,721.1119226094223
26,318.68996731494514,6,422.2365110465596
26,458.2865040492761,6,2089.406344361705
29,554.0838109499069,6,3178.923797061132
27,1090.81219302708,6,148.41273934346893
17,520.8697035343818,6,172.81753646867696
27,2923.693540336691,6,1513.0690846595699
20,1192.1298002837477,6,992.5509943946664
28,1250.8469520510641,6,1437.546968431423
28,1683.7337366487002,6,3816.233102370974
21,1017.7058846328845,6,16.687134193465827
20,1327.276723729117,6,888.7862797987067
29,752.7339961506569,6,289.9178891238408
19,2365.4771600704303,6,2344.692044382555
29,1374.5819006423933,6,2124.6077575925087
31,675.3395207199784,6,1089.1295689900924
30,944.9582003798829,6,1740.8614076738977
20,2029.983308099973,6,13.643305681487817
32,1768.0778920008322,6,890.6515134104831
26,2078.4041332299653,6,0.6029129410718818
30,822.9787328577153,6,1558.9308001679062
20,2333.0491752361045,6,5145.629491605118
20,2833.3026973594765,6,1038.6536736788507
34,498.995150549976,6,1050.374303026436
31,1787.3752694769855,6,2002.6869851288739
24,1361.4698160400067,6,860.7183225211571
18,69.11562954288787,6,3614.8909076358364
29,1039.59520739717,6,620.9479930093048
22,549.098801107585,6,358.6299390586617
25,475.5138003909472,6,1248.4825749501586
19,611.3435298942151,6,1883.8886212543941
28,1470.4106064450013,6,529.5665251033472
34,460.9736227265816,6,1293.8004838298232
31,966.2701094806056,6,581.681749845999
21,159.8916771711653,6,1029.4193905562026
29,501.48883524675034,6,2631.7376955566065
34,2538.2149401973033,7,382.0055894078415
25,682.5585726813949,7,441.6306178206175
17,4741.600386628342,7,3335.9175112527914
30,418.0903957048536,7,805.1192781874612
28,1405.96522820934,7,76.0906453034033
27,4145.968820176908,7,1774.1909839732105
27,3634.3269788871758,7,247.4146059738198
34,1704.7562112028497,7,1045.3938052326835
23,2394.7272539782266,7,2556.054126114241
31,1039.5365430838722,7,11.962952322623064
34,2042.8944866301974,7,401.27524604043316
18,1499.715562916722,7,1135.5487183658765
18,1373.3355805619206,7,1422.6436735701316
34,2086.562936084499,7,453.5527114630791
34,820.1766868646839,7,2384.11540711335
32,3042.816273472711,7,2055.509102841915
17,2380.327900997015,7,3384.669942232188
24,277.437852501695,7,1039.8564184315783
30,1110.7187405479713,7,343.68349247198415
23,2492.4427105965506,7,2791.51545161876
19,890.8762913628467,7,912.9692743314298
25,748.0050363249865,7,367.3881055314411
19,254.70942118666895,7,1336.2119818011063
24,723.46800152862,7,1211.1138930046222
17,1159.5904994672721,7,1456.362094463086
31,151.51998510251437,7,682.9384268201651
28,4253.570625738798,7,1357.3087550450978
21,2198.1145842023825,7,1621.1570315100785
17,638.6956915538985,7,1547.1328693448202
32,1356.2524854917317,7,478.6344855157327
17,1446.376243767636,7,1491.5711103981794
23,926.449341284332,7,58.07165924586083
31,603.4091498230367,7,458.41830188500455
24,2556.3704368615395,7,518.0493426348356
23,2266.0884828722437,7,2105.498049877285
29,3528.691539389383,7,1157.6798029628546
32,212.2474161280721,7,2474.8412566851152
19,2179.3783232483784,7,1560.856141013102
29,536.4993013839121,7,275.66946342367385
24,2366.5900995572824,7,1150.3520823610547
18,3282.4139776622287,7,530.194067357086
19,2349.647060995405,7,546.768758290262
23,1332.7899207488592,7,274.9288480780639
26,339.6427174945007,7,667.4594246476066
33,1778.7211032553307,7,3072.7126357051134
28,1384.6551212950983,7,2869.629875485815
31,732.0087395682376,7,1179.4059347677364
18,1569.2541892933273,7,1491.3568395881864
29,1387.1075974557864,7,214.95669256701876
25,2933.6720861682484,7,2785.258016234681
17,1226.3765672446077,7,552.3779365420525
18,4938.39765448914,7,3685.622877198156
29,982.6117402002303,7,83.30628086379004
22,332.9994242057398,7,1512.0052366993348
25,1662.9190658734276,7,1083.2250990154237
27,247.1402044250587,7,1380.895021841707
19,4618.748767293151,7,794.0433807112639
21,423.0773660290429,7,796.4297016998149
20,1086.0673989409581,7,1983.396692272155
26,1400.5130447309807,7,2058.540361029238
21,51.73422482664598,7,854.6312321850475
31,2240.1595486029855,7,1678.2099456425783
23,2.5106016881932374,7,1315.347958274502
33,418.0198551409029,7,871.7000448697906
21,2301.8489327703355,7,1846.4419938355477
20,2531.4089667170956,7,743.2638019726945
32,1104.719981022266,7,383.19864828473635
33,1746.0737155017146,7,3427.984921738263
27,492.2406848525464,7,1964.625092681154
27,1565.8462796730087,7,1709.5760760379724
17,1630.847145993565,7,298.15077094405575
22,572.7352500961899,7,333.1472408118342
31,261.31028346869243,7,221.41123187464632
23,855.4376906257115,7,356.83114992993376
27,1909.0681585154966,7,1436.6106218922064
20,1033.434340840136,7,964.3652499423409
